135,11,Ж,348,++-+----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
135,12,М,339,+++------+--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
135,12,М,345,-+-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
135,12,М,342,++-+-+------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
135,13,М,106,++-++-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
135,13,Ж,103,-+--+--++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
135,13,М,202,+-+-+-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,М,342,+++--+------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,501,+++----+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,338,-+++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,М,347,++--+---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,337,-++++-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,103,-++-++------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,348,-+-++-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11А,М,346,+--+----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11А,М,339,++-+------+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11А,Ж,345,-+-+----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,102,++--+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,504,++--+-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,Ж,101,+++----+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,344,+--++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,340,-+-+-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,101,+++-+-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,104,++--+-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,М,346,-++-+---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,504,+++-----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,503,+-+-+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,343,++-+----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,343,++++--------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,13,М,101,++--+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11Б,Ж,347,-++-+---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11А,Ж,345,+-++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,М,346,+++-----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,М,342,+++-----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,11,Ж,347,-++---+-+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
136,12А,Ж,348,+++-----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
137,11,Ж,348,++-+----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
137,11,Ж,347,-+-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
137,13,М,106,++--+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),4,18,27
121,11,Ж,344,++++---+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
121,11,Ж,346,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
121,11,Ж,343,--++++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
121,11,Ж,345,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
121,11,М,340,--+----++++-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
121,11,Ж,346,++-+----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
122,11,Ж,340,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
122,11,М,337,-+++----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
122,11,Ж,346,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
122,11,М,346,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
122,11,М,345,-++++----+--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
123,13,М,501,+++-+-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
123,11,М,344,-++-++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
123,11,Ж,342,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
124,11,М,342,+++--+-+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
124,11,Ж,337,+--+++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
124,11,Ж,341,-+-++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
124,11,М,338,++-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
124,11,Ж,341,+--+-+--++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
125,11Б,М,348,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
125,13,М,106,+++-+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
126,13,М,105,++-++-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
126,11,М,340,+-+++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
126,11,Ж,339,++++-+------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
126,11,Ж,345,-+-+--+-+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
126,13,М,104,++--++-+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
127,13,Ж,344,-+++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
127,11,Ж,337,++++-+------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
127,11,М,348,++-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
127,11,М,344,++-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
127,11,М,340,-++--+--+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
128,11,Ж,340,--++++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
128,11,М,341,++++---+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
128,11,М,346,++-+-+----+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
128,11,Ж,343,+++-----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
128,11,М,339,-+++----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
128,11,Ж,339,++-+----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
129,11,М,344,+-++-----++-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
129,11,М,348,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
129,11,Ж,343,-++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
130,11,Ж,348,-+-++-+-+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
131,11,М,343,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
131,11,М,347,++-+----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
131,11,Ж,348,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,М,347,+-+-++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,Ж,345,++-+-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,М,347,+--++--+--+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,13,Ж,101,+++++-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,М,344,-++---+-+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,Ж,342,++++-----+--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,Ж,339,++-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,М,342,++-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,13,Ж,102,++--++-+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
132,11,М,345,--+++--++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
133,11,М,337,+--+---+++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
133,13,М,101,+++++-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
133,11,М,338,--++---+++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
134,11,Ж,337,+++-+---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,11,Ж,348,+++-+---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,13,М,104,+++-+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,11,М,338,++-++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,11,Ж,339,+++----++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,13,М,105,+++-+----+--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,12,М,340,-+++---++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,12,М,344,+++-----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,12,М,339,+++---+-+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,12,Ж,347,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,13,Ж,103,-+--++++----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,12,М,343,+-++---++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
135,13,М,105,+++-+----+--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,341,---+-++-+--+,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,341,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11А,М,341,++++-+------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,13,Ж,101,-++++--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,13,М,502,+++-+-+-----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,М,341,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,343,-++-+---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,М,337,+-++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,342,+++++-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,М,338,-+++----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,343,-++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,346,-+++-+----+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,341,+-++----++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11А,Ж,343,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,13,Ж,102,+++-+--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11Б,М,347,+++++-------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11А,Ж,338,-++-+---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,337,-++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,Ж,341,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,М,344,+++-+---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,13,Ж,503,-++-+-++----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,13,М,501,+++-++------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,12В,Ж,345,++++----+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,12А,М,342,++-+---++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,12Б,М,337,--++--+-++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
136,11,М,345,+--+-+--++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
137,11,Ж,346,+--+++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),5,23,27
121,11,Ж,345,-+++++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
121,11,Ж,342,+-+-++--++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
121,11,Ж,339,++++---+-+--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
122,11,М,346,-+++-+--++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
122,11,Ж,345,++++----+--+,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
122,11,Ж,348,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,Ж,344,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,Ж,342,++++---++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,Ж,339,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,Ж,340,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,Ж,341,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,М,337,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,М,344,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
123,11,Ж,339,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
124,11,М,344,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
124,11,Ж,344,++++----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
125,13,Ж,504,+++-+--++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
125,13,М,106,++++++------,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
125,11Б,Ж,346,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
125,11,Ж,341,-++++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
126,11,Ж,343,-++++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
126,11,Ж,340,+-+++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
126,11,Ж,348,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
126,11,М,346,++-++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
126,11,Ж,348,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,337,-+-++++---+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,13,М,347,++-+-++---+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,339,++++--+-+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,М,348,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,М,346,++-++--++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,341,++++----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,13,М,102,+++-+-++----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,342,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,344,+-+++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,347,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
127,11,Ж,340,-++++---+--+,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
128,11,М,344,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
128,11,Ж,347,+++---+-++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
128,11,Ж,339,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
128,11,Ж,347,++++----+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
129,11,М,344,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,М,345,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,Ж,342,-+++++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,М,347,++-+++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,М,343,+++--+-++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,Ж,341,--++++-++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,Ж,340,--++-++-++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
131,11,Ж,338,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,13,Ж,101,+++++-----+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,Ж,344,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,М,337,++++-+--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,М,348,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,Ж,338,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,Ж,337,++-++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,М,343,-+++++--+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,М,337,-++++---+-+-,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,Ж,341,+++++---+---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,М,339,+++++--+----,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,13,Ж,101,-++++--++---,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,Ж,338,+-+++---++--,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
132,11,М,340,++++----+--+,0(2)0(2)0(2)0(3)0(3)0(4)0(4),6,27,27
